doi,references,subject,authors,affiliations,year,title,link,depth
10.22456/2175-2745.8263,[],['General Computer Science'],"['Fábio R. De Miranda', 'Romero Tori', 'Cláudio E. S. Bueno', 'Lucas P. Trias']","[[], [], [], []]",2009.0,Designing and implementing an Spatial Augmented Reality X-Ray,http://dx.doi.org/10.22456/2175-2745.8263,1
10.1177/009365000027004003,"[{'doi': '10.1086/208524'}, {'doi': '10.1006/jesp.1994.1009'}, {'doi': '10.1086/208550'}, {'doi': '10.1002/ejsp.2420240104'}, {'doi': '10.1002/ejsp.2420220602'}, {'doi': '10.1080/03637759909376470'}, {'doi': '10.1016/0022-1031(88)90041-8'}, {'doi': '10.1037/0021-9010.80.6.697'}, {'doi': '10.1111/j.1468-2885.1994.tb00094.x'}, {'doi': '10.1177/009365096023001002'}, {'doi': '10.1080/02699939208411068'}, {'doi': '10.1177/009365029001700604'}, {'doi': '10.4135/9781848608399.n12'}, {'doi': '10.1177/009365092019005002'}, {'doi': '10.1177/009365099026006001'}, {'doi': '10.2307/3172553'}, {'doi': '10.1080/00913367.1992.10673357'}, {'doi': '10.1177/0146167293191003'}, {'doi': '10.1086/209460'}, {'doi': '10.1111/j.1468-2885.1999.tb00172.x'}, {'doi': '10.1037/0022-3514.59.5.899'}, {'doi': '10.1037/h0077714'}, {'doi': '10.1037/0022-3514.52.6.1061'}, {'doi': '10.1080/00913367.1981.10672756'}, {'doi': '10.1521/soco.1994.12.4.309'}, {'doi': '10.1086/209173'}, {'doi': '10.1111/j.1559-1816.1991.tb00529.x'}, {'doi': '10.1007/BF00292648'}]","['Linguistics and Language', 'Language and Linguistics', 'Communication']","['JAMES PRICE DILLARD', 'EUGENIA PECK']","[[], []]",2000.0,Affect and Persuasion,http://dx.doi.org/10.1177/009365000027004003,1
10.1207/S15327027HC1603_1,"[{'doi': '10.1177/107769908205900203'}, {'doi': '10.1177/009365027600300302'}, {'doi': '10.1093/hcr/28.2.258'}, {'doi': '10.1086/209158'}, {'doi': '10.1037//0022-3514.45.2.241'}, {'doi': '10.1086/268439'}, {'doi': '10.1093/her/16.6.671'}, {'doi': '10.1177/009365086013004004'}, {'doi': '10.1111/j.1475-682X.1991.tb00273.x'}, {'doi': '10.1300/J026v20n03_06'}, {'doi': '10.1001/jama.280.15.1333'}, {'doi': '10.1093/ijpor/10.1.25'}, {'doi': '10.1037/h0028372'}, {'doi': '10.7208/chicago/9780226388533.001.0001'}, {'doi': '10.1177/109019818401100101'}, {'doi': '10.1177/0092070398261002'}, {'doi': '10.1521/aeap.13.5.438.24144'}, {'doi': '10.2307/1251955'}, {'doi': '10.1177/089826439901100205'}, {'doi': '10.1086/209344'}, {'doi': '10.1097/00005650-198710000-00004'}, {'doi': '10.2105/AJPH.91.2.292'}, {'doi': '10.1016/S0065-2601(08)60214-2'}, {'doi': '10.1016/0301-6226(96)00027-9'}, {'doi': '10.1111/j.1468-2885.1997.tb00145.x'}]","['Communication', 'Health (social science)']",['Mohan J. Dutta-Bergman'],[[]],2004.0,"Primary Sources of Health Information: Comparisons in the Domain of Health Attitudes, Health Cognitions, and Health Behaviors",http://dx.doi.org/10.1207/s15327027hc1603_1,1
10.1080/10810730.2014.989342,"[{'doi': '10.1037/h0034440'}, {'doi': '10.1037/0033-295X.84.2.191'}, {'doi': '10.1080/08870449808407422'}, {'doi': '10.1177/109019817400200401'}, {'doi': '10.1037/0278-6133.26.2.136'}, {'doi': '10.1207/s15324796abm2702_7'}, {'doi': '10.1037/0021-9010.83.1.97'}, {'doi': '10.1111/j.1460-2466.2007.00344.x'}, {'doi': '10.1037/0021-9010.68.2.278'}, {'doi': '10.1093/geronb/61.2.P75'}, {'doi': '10.1037/h0053870'}, {'doi': '10.1037/h0076760'}, {'doi': '10.1287/mksc.1030.0033'}, {'doi': '10.1037/0278-6133.23.3.247'}, {'doi': '10.1111/j.1559-1816.1991.tb00525.x'}, {'doi': '10.1037/0022-3514.72.1.184'}, {'doi': '10.1006/enrs.1998.3940'}, {'doi': '10.1016/0022-0965(84)90079-1'}, {'doi': '10.1177/0013164496056001014'}, {'doi': '10.1111/j.1559-1816.1993.tb01088.x'}, {'doi': '10.1037/0022-3514.83.2.406'}, {'doi': '10.1016/j.puhe.2006.08.016'}, {'doi': '10.1016/j.socscimed.2004.05.014'}, {'doi': '10.1046/j.1467-9566.2003.00372.x'}, {'doi': '10.1016/S0028-3932(01)00138-5'}, {'doi': '10.1080/0887044022000004920'}, {'doi': '10.1207/S15327957PSPR0501_5'}, {'doi': '10.1037/0022-3514.35.2.63'}, {'doi': '10.1080/00909880009365558'}, {'doi': '10.1037'}, {'doi': '10.1002/bdm.481'}, {'doi': '10.1177/0146167202289012'}, {'doi': '10.1016/j.socscimed.2009.05.024'}, {'doi': '10.1111/j.1460-2466.2001.tb02900.x'}, {'doi': '10.1111/j.1468-2958.2003.tb00844.x'}, {'doi': '10.1111/j.1559-1816.1988.tb00017.x'}, {'doi': '10.1080/00223980.1975.9915803'}, {'doi': '10.1080/08870440802340164'}, {'doi': '10.1037/0022-3514.67.6.1063'}, {'doi': '10.1111/j.1559-1816.2008.00431.x'}, {'doi': '10.1177/009365099026002006'}, {'doi': '10.1038/nature06280'}, {'doi': '10.2466/pr0.1982.51.2.663'}, {'doi': '10.1111/j.1539-6924.1998.tb00918.x'}, {'doi': '10.1126/science.3563507'}, {'doi': '10.1111/j.1467-8721.2006.00461.x'}, {'doi': '10.1017/CBO9780511809477'}, {'doi': '10.1037/0278-6133.16.2.137'}, {'doi': '10.1111/j.1360-0443.1987.tb01492.x'}, {'doi': '10.1016/0030-5073(79)90048-5'}, {'doi': '10.1111/j.1460-2466.2002.tb02550.x'}, {'doi': '10.1037/0022-006X.44.4.580'}, {'doi': '10.1037/0003-066X.54.7.480'}, {'doi': '10.1037/0022-3514.39.5.806'}, {'doi': '10.1037/0278-6133.3.5.431'}, {'doi': '10.1007/BF00846146'}, {'doi': '10.1126/science.2686031'}, {'doi': '10.1037/0278-6133.12.4.324'}, {'doi': '10.1207/s15324796abm3301_1'}, {'doi': '10.1080/03637759209376276'}, {'doi': '10.1080/108107396127988'}]","['Library and Information Sciences', 'Public Health, Environmental and Occupational Health', 'Communication', 'Health (social science)']",['Sherine El-Toukhy'],[[]],2015.0,Parsing Susceptibility and Severity Dimensions of Health Risk Perceptions,http://dx.doi.org/10.1080/10810730.2014.989342,1
10.2105/AJPH.2011.300443,"[{'doi': '10.1001/jama.280.10.893'}, {'doi': '10.2105/AJPH.2006.097006'}, {'doi': '10.2105/AJPH.91.2.233'}, {'doi': '10.1111/j.1360-0443.2005.01298.x'}, {'doi': '10.1136/tc.2007.020412'}, {'doi': '10.1001/archpedi.159.7.639'}, {'doi': '10.1080/14622299050011681'}, {'doi': '10.2105/AJPH.2007.128991'}, {'doi': '10.1093/her/cyl048'}, {'doi': '10.2307/1251927'}, {'doi': '10.2105/AJPH.2007.112060'}, {'doi': '10.1080/13557850701300723'}, {'doi': '10.2105/AJPH.2004.049692'}, {'doi': '10.1016/j.socscimed.2004.10.007'}, {'doi': '10.1086/504137'}, {'doi': '10.2105/AJPH.2008.138115'}, {'doi': '10.2105/AJPH.2005.083352'}, {'doi': '10.1111/j.1468-2885.2003.tb00287.x'}]","['Public Health, Environmental and Occupational Health']","['Sherry Emery', 'Yoonsang Kim', 'Young Ku Choi', 'Glen Szczypka', 'Melanie Wakefield', 'Frank J. Chaloupka']","[[{'name': 'At the time of this writing, Sherry Emery, Yoonsang Kim, Young Ku Choi, Glen Szczypka, and Frank J. Chaloupka were with the Institute for Health Research and Policy, University of Illinois at Chicago. Melanie Wakefield was with the Centre for Behavioural Research in Cancer, Cancer Council Victoria, Melbourne, Australia.'}], [{'name': 'At the time of this writing, Sherry Emery, Yoonsang Kim, Young Ku Choi, Glen Szczypka, and Frank J. Chaloupka were with the Institute for Health Research and Policy, University of Illinois at Chicago. Melanie Wakefield was with the Centre for Behavioural Research in Cancer, Cancer Council Victoria, Melbourne, Australia.'}], [{'name': 'At the time of this writing, Sherry Emery, Yoonsang Kim, Young Ku Choi, Glen Szczypka, and Frank J. Chaloupka were with the Institute for Health Research and Policy, University of Illinois at Chicago. Melanie Wakefield was with the Centre for Behavioural Research in Cancer, Cancer Council Victoria, Melbourne, Australia.'}], [{'name': 'At the time of this writing, Sherry Emery, Yoonsang Kim, Young Ku Choi, Glen Szczypka, and Frank J. Chaloupka were with the Institute for Health Research and Policy, University of Illinois at Chicago. Melanie Wakefield was with the Centre for Behavioural Research in Cancer, Cancer Council Victoria, Melbourne, Australia.'}], [{'name': 'At the time of this writing, Sherry Emery, Yoonsang Kim, Young Ku Choi, Glen Szczypka, and Frank J. Chaloupka were with the Institute for Health Research and Policy, University of Illinois at Chicago. Melanie Wakefield was with the Centre for Behavioural Research in Cancer, Cancer Council Victoria, Melbourne, Australia.'}], [{'name': 'At the time of this writing, Sherry Emery, Yoonsang Kim, Young Ku Choi, Glen Szczypka, and Frank J. Chaloupka were with the Institute for Health Research and Policy, University of Illinois at Chicago. Melanie Wakefield was with the Centre for Behavioural Research in Cancer, Cancer Council Victoria, Melbourne, Australia.'}]]",2012.0,The Effects of Smoking-Related Television Advertising on Smoking and Intentions to Quit Among Adults in the United States: 1999–2007,http://dx.doi.org/10.2105/ajph.2011.300443,1
10.1016/j.amepre.2012.07.023,"[{'doi': '10.1136/tobaccocontrol-2011-050345'}, {'doi': '10.1093/her/cyr054'}, {'doi': '10.1016/S0140-6736(10)60809-4'}, {'doi': '10.1016/j.socscimed.2008.06.037'}, {'doi': '10.2105/AJPH.2009.161638'}, {'doi': '10.1136/tc.2009.030692'}, {'doi': '10.1136/jech.2005.038109'}, {'doi': '10.1136/tc.2007.019984'}, {'doi': '10.1136/tc.2010.042234'}, {'doi': '10.1136/tc.2007.020222'}, {'doi': '10.1093/jnci/84.9.677'}, {'doi': '10.1136/tc.2004.010009'}, {'doi': '10.1093/her/cyh068'}, {'doi': '10.2105/AJPH.2011.300443'}, {'doi': '10.1080/08838159609364369'}, {'doi': '10.1111/j.1468-2885.1999.tb00172.x'}, {'doi': '10.1136/tc.9.4.401'}, {'doi': '10.1136/tc.2009.035568'}, {'doi': '10.1080/03637759209376276'}, {'doi': '10.1177/109019810002700506'}, {'doi': '10.1002/mar.20043'}, {'doi': '10.1136/tc.11.1.73'}, {'doi': '10.2105/AJPH.2007.117499'}, {'doi': '10.3390/ijerph8093591'}, {'doi': '10.2105/AJPH.2004.049692'}, {'doi': '10.1016/j.amepre.2009.01.019'}, {'doi': '10.1016/j.jadohealth.2007.05.008'}, {'doi': '10.1080/10810730290001800'}, {'doi': '10.1111/j.1460-2466.2007.00343.x'}, {'doi': '10.2307/2529310'}, {'doi': '10.1111/j.1559-1816.2005.tb02201.x'}, {'doi': '10.1136/tobaccocontrol-2011-050371'}]","['Public Health, Environmental and Occupational Health', 'Epidemiology']","['Matthew C. Farrelly', 'Jennifer C. Duke', 'Kevin C. Davis', 'James M. Nonnemaker', 'Kian Kamyab', 'Jeffrey G. Willett', 'Harlan R. Juster']","[[], [], [], [], [], [], []]",2012.0,Promotion of Smoking Cessation with Emotional and/or Graphic Antismoking Advertising,http://dx.doi.org/10.1016/j.amepre.2012.07.023,1
10.2105/AJPH.94.8.1442,"[{'doi': '10.1080/01621459.1978.10479995'}, {'doi': '10.2307/3151446'}]","['Public Health, Environmental and Occupational Health']","['David Hammond', 'Geoffrey T. Fong', 'Paul W. McDonald', 'K. Stephen Brown', 'Roy Cameron']","[[{'name': 'David Hammond and Geoffrey T. Fong are with the Department of Psychology at the University of Waterloo, Waterloo, Ontario. Paul W. McDonald and Roy Cameron are with the Department of Health Studies, and K. Stephen Brown is with the Department of Statistics and Actuarial Science at the University of Waterloo. Paul W. McDonald and K. Stephen Brown are also with the Ontario Tobacco Research Unit. Geoffrey T. Fong, Paul W. McDonald, Roy Cameron, and K. Stephen Brown are also with the Centre for Behavioural...'}], [{'name': 'David Hammond and Geoffrey T. Fong are with the Department of Psychology at the University of Waterloo, Waterloo, Ontario. Paul W. McDonald and Roy Cameron are with the Department of Health Studies, and K. Stephen Brown is with the Department of Statistics and Actuarial Science at the University of Waterloo. Paul W. McDonald and K. Stephen Brown are also with the Ontario Tobacco Research Unit. Geoffrey T. Fong, Paul W. McDonald, Roy Cameron, and K. Stephen Brown are also with the Centre for Behavioural...'}], [{'name': 'David Hammond and Geoffrey T. Fong are with the Department of Psychology at the University of Waterloo, Waterloo, Ontario. Paul W. McDonald and Roy Cameron are with the Department of Health Studies, and K. Stephen Brown is with the Department of Statistics and Actuarial Science at the University of Waterloo. Paul W. McDonald and K. Stephen Brown are also with the Ontario Tobacco Research Unit. Geoffrey T. Fong, Paul W. McDonald, Roy Cameron, and K. Stephen Brown are also with the Centre for Behavioural...'}], [{'name': 'David Hammond and Geoffrey T. Fong are with the Department of Psychology at the University of Waterloo, Waterloo, Ontario. Paul W. McDonald and Roy Cameron are with the Department of Health Studies, and K. Stephen Brown is with the Department of Statistics and Actuarial Science at the University of Waterloo. Paul W. McDonald and K. Stephen Brown are also with the Ontario Tobacco Research Unit. Geoffrey T. Fong, Paul W. McDonald, Roy Cameron, and K. Stephen Brown are also with the Centre for Behavioural...'}], [{'name': 'David Hammond and Geoffrey T. Fong are with the Department of Psychology at the University of Waterloo, Waterloo, Ontario. Paul W. McDonald and Roy Cameron are with the Department of Health Studies, and K. Stephen Brown is with the Department of Statistics and Actuarial Science at the University of Waterloo. Paul W. McDonald and K. Stephen Brown are also with the Ontario Tobacco Research Unit. Geoffrey T. Fong, Paul W. McDonald, Roy Cameron, and K. Stephen Brown are also with the Centre for Behavioural...'}]]",2004.0,Graphic Canadian Cigarette Warning Labels and Adverse Outcomes: Evidence from Canadian Smokers,http://dx.doi.org/10.2105/ajph.94.8.1442,1
10.1080/00273171.2014.962683,"[{'doi': '10.1037/0022-3514.51.6.1173'}, {'doi': '10.1177/0018726711435250'}, {'doi': '10.1080/00273171.2010.498292'}, {'doi': '10.2307/271084'}, {'doi': '10.1037/0021-843X.112.4.558'}, {'doi': '10.1214/aoms/1177732541'}, {'doi': '10.1037/a0026942'}, {'doi': '10.1037/a0026129'}, {'doi': '10.1037/1082-989X.12.1.1'}, {'doi': '10.1080/01621459.1987.10478410'}, {'doi': '10.1007/s11121-008-0109-6'}, {'doi': '10.1080/00273171.2012.640596'}, {'doi': '10.1198/000313006X152649'}, {'doi': '10.1097/PSY.0b013e3181bc62ba'}, {'doi': '10.1002/casp.2111'}, {'doi': '10.1080/03637750903310360'}, {'doi': '10.1177/0956797613480187'}, {'doi': '10.1037/a0028443'}, {'doi': '10.1037/0021-9010.69.2.307'}, {'doi': '10.1177/0193841X8100500502'}, {'doi': '10.1086/660806'}, {'doi': '10.1001/archpsyc.59.10.877'}, {'doi': '10.1146/annurev.psych.58.110405.085542'}, {'doi': '10.1207/s15327906mbr3901_4'}, {'doi': '10.1093/geront/gnp099'}, {'doi': '10.1016/j.addbeh.2012.05.013'}, {'doi': '10.1007/s10802-012-9646-3'}, {'doi': '10.1037/1082-989X.12.1.23'}, {'doi': '10.1080/00273171.2011.606716'}, {'doi': '10.1016/j.addbeh.2011.02.010'}, {'doi': '10.3758/BF03192752'}, {'doi': '10.1037/0022-3514.89.6.852'}, {'doi': '10.1016/j.nlm.2009.12.005'}, {'doi': '10.1177/0165025410368943'}, {'doi': '10.1080/00273170701341316'}, {'doi': '10.1080/19312458.2012.679848'}, {'doi': '10.1080/15427600902911247'}, {'doi': '10.1080/00273171.2012.715557'}, {'doi': '10.1037/1082-989X.7.4.422'}, {'doi': '10.1037/a0023204'}, {'doi': '10.1007/BF02295291'}, {'doi': '10.3758/s13428-011-0181-x'}, {'doi': '10.1016/j.paid.2012.03.021'}, {'doi': '10.1007/s10865-011-9368-y'}, {'doi': '10.1037/a0016972'}, {'doi': '10.1086/651257'}, {'doi': '10.1111/j.1464-0597.2011.00455.x'}]","['Arts and Humanities (miscellaneous)', 'Experimental and Cognitive Psychology', 'General Medicine', 'Statistics and Probability']",['Andrew F. Hayes'],[[]],2015.0,An Index and Test of Linear Moderated Mediation,http://dx.doi.org/10.1080/00273171.2014.962683,1
10.1162/pres.1992.1.2.262,[],"['Computer Vision and Pattern Recognition', 'Human-Computer Interaction', 'Control and Systems Engineering', 'Software']",['Carrie Heeter'],"[[{'name': 'Michigan State University, 400 Computer Center, East Lansing, Michigan 48824.'}]]",1992.0,<i>Being</i> There: The Subjective Experience of Presence,http://dx.doi.org/10.1162/pres.1992.1.2.262,1
10.1016/j.puhe.2006.08.016,"[{'doi': '10.1046/j.1365-3156.2002.00844.x'}, {'doi': '10.1016/S0010-7824(00)00193-1'}, {'doi': '10.1016/S0140-6736(99)09109-6'}, {'doi': '10.2307/2991682'}, {'doi': '10.1093/her/14.3.411'}, {'doi': '10.2105/AJPH.79.4.448'}, {'doi': '10.1080/07448481.1993.9936326'}, {'doi': '10.1177/109019819402100411'}, {'doi': '10.1111/j.1552-6909.1996.tb02514.x'}, {'doi': '10.2105/AJPH.80.3.295'}, {'doi': '10.1016/S1054-139X(98)00062-7'}, {'doi': '10.1177/109019819101800405'}, {'doi': '10.1177/00957984930192007'}, {'doi': '10.1093/her/16.1.85'}, {'doi': '10.1001/archpedi.155.10.1117'}, {'doi': '10.1016/S1054-139X(02)00367-1'}, {'doi': '10.1016/1054-139X(92)90058-J'}, {'doi': '10.2466/pr0.1994.75.2.1043'}, {'doi': '10.1016/1054-139X(92)90081-L'}]","['Public Health, Environmental and Occupational Health', 'General Medicine']","['Shigemi Iriyama', 'Shinji Nakahara', 'Masamine Jimba', 'Masao Ichikawa', 'Susumu Wakai']","[[], [], [], [], []]",2007.0,"AIDS health beliefs and intention for sexual abstinence among male adolescent students in Kathmandu, Nepal: A test of perceived severity and susceptibility",http://dx.doi.org/10.1016/j.puhe.2006.08.016,1
10.2753/JOA0091-3367400305,"[{'doi': '10.1111/1467-9280.00366'}, {'doi': '10.1146/annurev.psych.53.100901.135231'}, {'doi': '10.1016/j.jesp.2009.04.019'}, {'doi': '10.1016/S0065-2601(04)36004-1'}, {'doi': '10.1002/ab.20134'}, {'doi': '10.1111/j.1559-1816.1996.tb02740.x'}, {'doi': '10.1002/ab.20279'}, {'doi': '10.1016/j.jesp.2007.10.003'}, {'doi': '10.1016/S1054-139X(01)00239-7'}, {'doi': '10.1111/1469-8986.3720204'}, {'doi': '10.1037/0278-7393.18.2.379'}, {'doi': '10.1086/497552'}, {'doi': '10.1037/0022-3514.63.3.452'}, {'doi': '10.1038/371702a0'}, {'doi': '10.1177/0305735607076444'}, {'doi': '10.2753/JOA0091-3367370107'}, {'doi': '10.1080/10641734.2000.10505106'}, {'doi': '10.1111/j.1468-2958.2006.00279.x'}, {'doi': '10.1080/00913367.2002.10673678'}, {'doi': '10.1111/j.1460-2466.2006.00025.x'}, {'doi': '10.1080/15252019.2004.10722091'}, {'doi': '10.1080/15252019.2004.10722091'}, {'doi': '10.1080/10641734.1998.10505076'}, {'doi': '10.3758/BF03198482'}, {'doi': '10.1111/j.1460-2466.2007.00356.x'}, {'doi': '10.1002/(SICI)1520-6793(199901)16:1<35::AID-MAR3>3.0.CO;2-U'}, {'doi': '10.3758/BF03193403'}, {'doi': '10.1111/j.1460-2466.2000.tb02833.x'}, {'doi': '10.1002/1520-6793(200012)17:12<1059::AID-MAR3>3.0.CO;2-V'}, {'doi': '10.1093/hcr/30.2.182'}, {'doi': '10.1080/10447318.2011.555302'}, {'doi': '10.2753/JOA0091-3367360406'}, {'doi': '10.1162/105474601300343612'}, {'doi': '10.1007/BF00992136'}, {'doi': '10.1093/hcr/26.1.75'}, {'doi': '10.1016/j.ijhcs.2006.11.011'}, {'doi': '10.1111/j.1559-1816.1986.tb02274.x'}, {'doi': '10.1080/15252019.2004.10722090'}, {'doi': '10.2753/JOA0091-3367350406'}, {'doi': '10.1162/pres.17.3.256'}, {'doi': '10.1037/0096-3445.129.2.242'}, {'doi': '10.1162/pres.17.1.57'}, {'doi': '10.1080/08838159509364322'}, {'doi': '10.1162/pres.15.4.381'}, {'doi': '10.1162/105474602760204318'}, {'doi': '10.1080/00913367.1987.10673054'}, {'doi': '10.1177/0093650207313164'}, {'doi': '10.1002/mar.20206'}, {'doi': '10.1016/S0747-5632(02)00009-2'}, {'doi': '10.1080/15213260701283079'}, {'doi': '10.1080/15252019.2008.10722145'}, {'doi': '10.1162/105474698565686'}, {'doi': '10.1016/S0953-5438(00)00037-0'}, {'doi': '10.2753/JOA0091-3367350410'}, {'doi': '10.1016/j.jbusres.2005.03.011'}, {'doi': '10.1016/S0022-1031(72)80005-2'}]","['Marketing', 'Communication', 'Business and International Management']","['Eui Jun Jeong', 'Corey J. Bohil', 'Frank A. Biocca']","[[], [], []]",2011.0,Brand Logo Placements in Violent Games,http://dx.doi.org/10.2753/joa0091-3367400305,1
10.1509/jppm.29.2.265,"[{'doi': '10.1177/074391569501400211'}, {'doi': '10.1509/jmkg.68.3.110.34767'}, {'doi': '10.1037/0022-3514.51.6.1173'}, {'doi': '10.1037/h0045247'}, {'doi': '10.1177/074391568600500101'}, {'doi': '10.1207/s15327663jcp0601_02'}, {'doi': '10.1086/209284'}, {'doi': '10.1111/j.0021-9029.2006.00094.x'}, {'doi': '10.1177/0146167203029005009'}, {'doi': '10.1509/jppm.23.1.14.30396'}, {'doi': '10.2105/AJPH.94.2.205'}, {'doi': '10.1002/(SICI)1520-6793(199810)15:7<663::AID-MAR4>3.0.CO;2-D'}, {'doi': '10.1136/tc.12.4.391'}, {'doi': '10.4324/9781410603029'}, {'doi': '10.1509/jppm.25.2.212'}, {'doi': '10.1037/0021-9010.84.3.403'}, {'doi': '10.1086/209461'}, {'doi': '10.1086/209511'}, {'doi': '10.1509/jppm.27.2.117'}, {'doi': '10.1509/jmkg.67.2.19.18608'}, {'doi': '10.1016/S0065-2601(08)60091-X'}, {'doi': '10.2466/pr0.1965.16.1.223'}, {'doi': '10.1037/0278-6133.18.1.89'}, {'doi': '10.1086/500488'}, {'doi': '10.1002/9781444316568.wiem04007'}, {'doi': '10.1177/002224378602300401'}, {'doi': '10.1080/14622200701239639'}, {'doi': '10.1007/978-1-4612-4964-1'}, {'doi': '10.2753/JOA0091-3367350305'}, {'doi': '10.1023/A:1014588126336'}, {'doi': '10.1080/00223980.1975.9915803'}, {'doi': '10.1037/0022-3514.34.1.54'}, {'doi': '10.1177/002224379403100101'}, {'doi': '10.1111/1467-9280.00018'}, {'doi': '10.1177/0146167201272001'}, {'doi': '10.1080/00913367.1981.10672756'}, {'doi': '10.4135/9781452232652'}, {'doi': '10.1002/cb.130'}, {'doi': '10.4135/9781452204765.n15'}, {'doi': '10.1177/074391569401300101'}, {'doi': '10.1177/002224299105500304'}, {'doi': '10.1177/109019810002700506'}, {'doi': '10.1080/15245000490484464'}]","['Marketing', 'Economics and Econometrics', 'Business and International Management', 'General Medicine']","['Jeremy Kees', 'Scot Burton', 'J. Craig Andrews', 'John Kozup']","[[{'name': 'Department of Marketing, Villanova School of Business, Villanova University.'}], [{'name': 'Wal-Mart Chair in Marketing, Department of Marketing and Logistics, Sam M. Walton College of Business, University of Arkansas.'}], [{'name': 'Charles H. Kellstadt Chair in Marketing, Department of Marketing, Marquette University.'}], [{'name': 'Department of Marketing, Villanova School of Business, Villanova University.'}]]",2010.0,Understanding how Graphic Pictorial Warnings Work on Cigarette Packaging,http://dx.doi.org/10.1509/jppm.29.2.265,1
10.1177/0093650214548575,"[{'doi': '10.1037/0022-3514.42.4.619'}, {'doi': '10.1016/0022-1031(67)90001-7'}, {'doi': '10.1080/00028533.1992.11951539'}, {'doi': '10.1016/j.leaqua.2010.10.010'}, {'doi': '10.1007/978-1-4612-5743-1'}, {'doi': '10.1111/j.1468-2958.1988.tb00179.x'}, {'doi': '10.1016/0022-1031(89)90022-X'}, {'doi': '10.1016/0022-1031(66)90086-2'}, {'doi': '10.4135/9781412976046.n12'}, {'doi': '10.1111/j.1468-2958.1988.tb00164.x'}, {'doi': '10.1080/23808985.2009.11679083'}, {'doi': '10.1037/h0042589'}, {'doi': '10.1177/002200276200600107'}, {'doi': '10.1080/03637750500111815'}, {'doi': '10.1006/jesp.1994.1006'}, {'doi': '10.2307/2092623'}, {'doi': '10.1111/j.1467-6494.1966.tb02370.x'}, {'doi': '10.1080/00224545.1972.9918651'}, {'doi': '10.1037/h0048480'}, {'doi': '10.1111/j.1468-2958.1988.tb00178.x'}, {'doi': '10.1086/266945'}, {'doi': '10.1080/10510974.2012.755639'}, {'doi': '10.1037/h0023899'}, {'doi': '10.2307/2786833'}, {'doi': '10.1037//0022-3514.37.11.2098'}, {'doi': '10.1080/10417947809372393'}, {'doi': '10.1037/h0077075'}, {'doi': '10.4135/9781412976046.n15'}, {'doi': '10.1111/j.1468-2958.2007.00290.x'}, {'doi': '10.1037/0022-3514.46.1.69'}, {'doi': '10.1037/0022-3514.38.1.81'}, {'doi': '10.1080/10410230802342150'}, {'doi': '10.1177/0093650207300427'}, {'doi': '10.1111/j.1468-2958.2012.01443.x'}, {'doi': '10.1111/j.1468-2958.2007.00298.x'}, {'doi': '10.1080/23808985.1983.11678533'}, {'doi': '10.1080/03637757709390131'}, {'doi': '10.1080/03637758609376128'}, {'doi': '10.1080/07448480209595713'}, {'doi': '10.1080/00224545.1980.9924272'}, {'doi': '10.1037/h0028619'}, {'doi': '10.1080/03637759209376276'}, {'doi': '10.1111/j.1745-6606.2006.00059.x'}, {'doi': '10.1037/h0036012'}, {'doi': '10.1111/j.1467-6494.1976.tb00124.x'}, {'doi': '10.1037//0022-3514.51.3.541'}]","['Linguistics and Language', 'Language and Linguistics', 'Communication']","['Sang-Yeon Kim', 'Timothy R. Levine', 'Mike Allen']","[[{'name': 'University of Wisconsin–Milwaukee, WI, USA'}], [{'name': 'Korea University, Seoul, South Korea'}], [{'name': 'University of Wisconsin–Milwaukee, WI, USA'}]]",2014.0,The Intertwined Model of Reactance for Resistance and Persuasive Boomerang,http://dx.doi.org/10.1177/0093650214548575,1
